values; percentile
520.32; 0.28
520.34; 0.28
520.36; 0.28
520.37; 0.28
520.38; 0.28
520.38; 0.28
520.41; 0.28
520.42; 0.28
520.43; 0.28
520.44; 0.28
520.44; 0.28
520.45; 0.28
520.49; 0.28
520.50; 0.28
520.51; 0.28
520.52; 0.28
520.52; 0.28
520.54; 0.28
520.54; 0.28
520.55; 0.28
520.56; 0.28
520.58; 0.28
520.59; 0.28
520.59; 0.28
520.60; 0.28
520.64; 0.29
520.64; 0.29
520.64; 0.29
520.65; 0.29
520.68; 0.29
520.71; 0.29
520.71; 0.29
520.72; 0.29
520.73; 0.29
520.73; 0.29
520.75; 0.29
520.75; 0.29
520.77; 0.29
520.77; 0.29
520.79; 0.29
520.80; 0.29
520.80; 0.29
520.80; 0.29
520.80; 0.29
520.82; 0.29
520.83; 0.29
520.84; 0.29
520.84; 0.29
520.86; 0.29
520.87; 0.29
520.89; 0.29
520.89; 0.29
520.90; 0.29
520.92; 0.29
520.94; 0.29
520.94; 0.29
520.94; 0.29
520.95; 0.29
520.96; 0.29
520.96; 0.29
520.96; 0.29
520.97; 0.29
520.97; 0.29
520.98; 0.29
520.99; 0.29
521.00; 0.30
521.01; 0.30
521.01; 0.30
521.01; 0.30
521.02; 0.30
521.04; 0.30
521.04; 0.30
521.09; 0.30
521.09; 0.30
521.10; 0.30
521.10; 0.30
521.13; 0.30
521.13; 0.30
521.18; 0.30
521.20; 0.30
521.22; 0.30
521.22; 0.30
521.23; 0.30
521.23; 0.30
521.24; 0.30
521.26; 0.30
521.27; 0.30
521.28; 0.30
521.28; 0.30
521.29; 0.30
521.30; 0.30
521.30; 0.30
521.34; 0.30
521.35; 0.30
521.35; 0.30
521.35; 0.30
521.36; 0.31
521.36; 0.31
521.37; 0.31
521.37; 0.31
521.37; 0.31
521.38; 0.31
521.38; 0.31
521.38; 0.31
521.38; 0.31
521.40; 0.31
521.40; 0.31
521.40; 0.31
521.41; 0.31
521.41; 0.31
521.42; 0.31
521.43; 0.31
521.43; 0.31
521.44; 0.31
521.44; 0.31
521.45; 0.31
521.45; 0.31
521.46; 0.31
521.47; 0.31
521.47; 0.31
521.48; 0.31
521.51; 0.31
521.53; 0.31
521.53; 0.31
521.54; 0.31
521.55; 0.31
521.55; 0.31
521.56; 0.31
521.58; 0.31
521.58; 0.31
521.59; 0.31
521.60; 0.31
521.60; 0.31
521.62; 0.32
521.64; 0.32
521.65; 0.32
521.66; 0.32
521.67; 0.32
521.68; 0.32
521.68; 0.32
521.69; 0.32
521.69; 0.32
521.70; 0.32
521.71; 0.32
521.74; 0.32
521.75; 0.32
521.75; 0.32
521.76; 0.32
521.77; 0.32
521.78; 0.32
521.79; 0.32
521.80; 0.32
521.81; 0.32
521.82; 0.32
521.83; 0.32
521.87; 0.32
521.88; 0.32
521.88; 0.32
521.88; 0.32
521.89; 0.32
521.89; 0.32
521.89; 0.32
521.90; 0.32
521.91; 0.32
521.93; 0.32
521.95; 0.32
521.97; 0.32
521.99; 0.32
521.99; 0.32
521.99; 0.32
522.00; 0.33
522.00; 0.33
522.00; 0.33
522.02; 0.33
522.02; 0.33
522.02; 0.33
522.03; 0.33
522.03; 0.33
522.03; 0.33
522.05; 0.33
522.05; 0.33
522.08; 0.33
522.08; 0.33
522.09; 0.33
522.09; 0.33
522.10; 0.33
522.12; 0.33
522.12; 0.33
522.15; 0.33
522.15; 0.33
522.17; 0.33
522.18; 0.33
522.19; 0.33
522.19; 0.33
522.20; 0.33
522.21; 0.33
522.21; 0.33
522.21; 0.33
522.21; 0.33
522.21; 0.33
522.23; 0.33
522.25; 0.33
522.25; 0.33
522.26; 0.33
522.27; 0.33
522.28; 0.34
522.28; 0.34
522.29; 0.34
522.29; 0.34
522.29; 0.34
522.29; 0.34
522.30; 0.34
522.31; 0.34
522.31; 0.34
522.33; 0.34
522.34; 0.34
522.34; 0.34
522.36; 0.34
522.37; 0.34
522.37; 0.34
522.38; 0.34
522.39; 0.34
522.39; 0.34
522.40; 0.34
522.41; 0.34
522.43; 0.34
522.44; 0.34
522.45; 0.34
522.45; 0.34
522.46; 0.34
522.48; 0.34
522.49; 0.34
522.50; 0.34
522.51; 0.34
522.53; 0.34
522.56; 0.34
522.56; 0.34
522.57; 0.34
522.57; 0.34
522.59; 0.34
522.59; 0.34
522.59; 0.34
522.63; 0.34
522.65; 0.35
522.68; 0.35
522.68; 0.35
522.69; 0.35
522.70; 0.35
522.71; 0.35
522.71; 0.35
522.71; 0.35
522.73; 0.35
522.73; 0.35
522.73; 0.35
522.74; 0.35
522.75; 0.35
522.75; 0.35
522.77; 0.35
522.78; 0.35
522.78; 0.35
522.82; 0.35
522.83; 0.35
522.84; 0.35
522.84; 0.35
522.86; 0.35
522.86; 0.35
522.87; 0.35
522.88; 0.35
522.88; 0.35
522.88; 0.35
522.90; 0.35
522.91; 0.35
522.93; 0.35
522.93; 0.35
522.94; 0.35
522.95; 0.35
522.95; 0.35
522.96; 0.35
522.96; 0.35
522.98; 0.35
522.98; 0.35
522.99; 0.35
523.00; 0.36
523.01; 0.36
523.01; 0.36
523.01; 0.36
523.02; 0.36
523.03; 0.36
523.03; 0.36
523.03; 0.36
523.04; 0.36
523.05; 0.36
523.05; 0.36
523.05; 0.36
523.06; 0.36
523.07; 0.36
523.08; 0.36
523.10; 0.36
523.11; 0.36
523.12; 0.36
523.16; 0.36
523.16; 0.36
523.18; 0.36
523.20; 0.36
523.22; 0.36
523.23; 0.36
523.24; 0.36
523.24; 0.36
523.24; 0.36
523.24; 0.36
523.25; 0.36
523.25; 0.36
523.27; 0.36
523.28; 0.36
523.31; 0.36
523.31; 0.36
523.32; 0.36
523.32; 0.36
523.33; 0.37
523.37; 0.37
523.37; 0.37
523.39; 0.37
523.39; 0.37
523.40; 0.37
523.42; 0.37
523.44; 0.37
523.49; 0.37
523.51; 0.37
523.53; 0.37
523.53; 0.37
523.54; 0.37
523.56; 0.37
523.57; 0.37
523.59; 0.37
523.61; 0.37
523.62; 0.37
523.62; 0.37
523.62; 0.37
523.62; 0.37
523.64; 0.37
523.64; 0.37
523.65; 0.37
523.65; 0.37
523.66; 0.37
523.67; 0.37
523.70; 0.37
523.73; 0.37
523.73; 0.37
523.76; 0.37
523.77; 0.37
523.78; 0.37
523.80; 0.37
523.80; 0.37
523.80; 0.38
523.80; 0.38
523.81; 0.38
523.83; 0.38
523.85; 0.38
523.85; 0.38
523.86; 0.38
523.87; 0.38
523.87; 0.38
523.88; 0.38
523.90; 0.38
523.91; 0.38
523.92; 0.38
523.92; 0.38
523.93; 0.38
523.97; 0.38
524.00; 0.38
524.00; 0.38
524.00; 0.38
524.01; 0.38
524.02; 0.38
524.02; 0.38
524.04; 0.38
524.04; 0.38
524.04; 0.38
524.05; 0.38
524.06; 0.38
524.06; 0.38
524.06; 0.38
524.11; 0.38
524.14; 0.38
524.15; 0.38
524.15; 0.38
524.15; 0.38
524.17; 0.38
524.19; 0.38
524.21; 0.39
524.21; 0.39
524.21; 0.39
